,c1_rank,c2_rank,c3_rank,c4_rank,c5_rank,c1_suit,c2_suit,c3_suit,c4_suit,c5_suit,class,s_pos,s_rank,s_suit,s_class,outcome
50337,12,11,10,5,3,4,4,1,3,1,9,1,4,4,9,1
50338,13,13,14,12,2,1,2,2,2,2,8,5,10,3,8,1
50339,14,13,9,8,6,4,4,3,2,1,9,3,8,3,8,0
50340,2,2,14,10,9,4,2,2,2,1,8,3,13,4,8,1
50341,9,9,14,13,12,3,2,1,1,2,8,3,9,4,6,0
50342,13,8,5,3,2,3,1,4,1,1,9,2,10,4,9,1
50343,7,7,6,4,3,3,1,2,2,3,8,4,5,1,5,0
50344,6,6,7,3,2,4,2,2,1,1,8,5,13,3,8,0
50345,8,8,8,14,11,2,1,4,2,3,6,5,9,2,8,1
50346,11,9,7,6,4,2,3,3,3,1,9,5,12,1,9,0
50347,10,10,6,5,4,4,1,1,2,3,8,3,14,3,8,0
50348,13,11,9,5,4,2,3,4,4,1,9,4,6,3,9,0
50349,14,10,7,3,2,2,3,2,3,4,9,4,14,4,8,0
50350,11,11,12,8,2,2,4,1,4,1,8,4,8,2,7,0
50351,14,10,9,7,3,3,1,3,4,1,9,5,7,1,9,0
50352,6,6,8,5,4,3,1,3,3,3,8,5,3,1,9,1
50353,8,7,5,4,3,1,3,2,4,2,9,5,2,1,9,1
50354,3,3,13,10,6,4,3,3,3,4,8,3,11,1,9,1
50355,12,11,10,9,5,3,3,1,2,1,9,5,13,2,9,0
50356,2,2,12,11,8,3,2,3,1,1,8,5,12,2,8,0
50357,13,13,14,6,3,2,4,1,1,4,8,5,7,3,8,0
50358,14,14,3,3,11,2,4,1,2,2,7,5,7,4,8,1
50359,6,6,10,8,4,4,3,3,3,3,8,5,5,2,8,0
50360,14,9,8,6,3,4,4,4,2,3,9,4,5,3,9,1
50361,8,8,13,11,4,1,3,2,3,3,8,4,2,3,9,1
50362,12,11,9,6,5,4,1,2,4,4,9,4,7,2,9,0
50363,12,10,9,6,5,3,1,3,3,2,9,5,7,1,9,1
50364,3,3,3,10,6,2,3,4,1,3,6,5,4,3,6,1
50365,12,12,14,9,7,4,1,3,3,3,8,5,2,3,8,1
50366,6,6,5,5,14,2,4,4,1,2,7,5,5,2,6,0
50367,12,10,8,4,2,2,2,4,4,4,9,5,2,1,8,0
50368,13,11,9,6,5,3,2,3,4,3,9,4,2,2,9,1
50369,10,10,14,9,8,2,1,3,2,4,8,3,2,3,9,1
50370,11,10,9,7,6,1,4,1,4,1,9,5,14,1,9,0
50371,6,6,8,7,3,2,3,1,1,3,8,4,3,2,7,0
50372,12,12,14,11,8,2,1,4,3,4,8,4,5,4,8,1
50373,13,11,7,6,4,2,1,1,1,1,9,4,9,1,9,0
50374,2,2,13,7,4,1,4,4,2,4,8,3,9,2,8,0
50375,10,10,14,4,3,2,4,2,3,2,8,3,5,2,8,1
50376,11,11,10,4,3,2,3,3,2,2,8,5,13,2,9,1
50377,13,13,14,9,2,4,1,4,3,1,8,4,3,1,8,0
50378,12,9,8,6,5,1,1,3,2,2,9,5,5,4,8,0
50379,11,8,7,5,2,4,2,2,1,4,9,5,3,4,9,1
50380,11,9,8,5,4,3,3,2,4,1,9,4,9,2,8,0
50381,12,10,7,5,4,4,1,1,1,3,9,5,11,2,9,0
50382,12,11,9,6,3,3,4,4,1,1,9,2,9,1,8,0
50383,13,13,13,12,6,3,2,1,1,2,6,4,14,2,6,0
50384,14,13,11,6,4,3,2,1,4,4,9,5,3,3,9,1
50385,13,9,7,6,2,3,3,3,3,3,4,0,14,4,4,0
50386,10,10,14,4,3,3,1,2,2,1,8,1,5,1,8,0
50387,11,9,8,5,2,4,2,4,4,4,9,1,11,2,8,0
50388,2,2,2,11,9,3,2,1,4,3,6,4,6,2,6,1
50389,11,11,9,5,3,1,3,2,1,1,8,3,12,4,9,1
50390,7,7,6,6,4,1,3,3,4,3,7,5,12,3,8,1
50391,14,10,9,4,3,1,4,4,1,4,9,3,14,3,8,0
50392,11,11,9,8,6,2,4,1,3,4,8,4,13,2,9,1
50393,13,12,9,7,6,3,2,2,3,1,9,3,14,2,9,0
50394,5,5,12,11,3,1,2,3,3,3,8,4,10,1,8,0
50395,10,10,14,7,4,3,2,3,4,3,8,3,8,2,9,1
50396,14,14,13,12,2,1,4,4,1,1,8,5,7,4,9,1
50397,11,9,8,7,4,2,3,1,2,1,9,4,7,1,8,0
50398,10,10,12,11,6,4,1,3,3,4,8,5,12,2,7,0
50399,11,9,8,5,2,4,1,4,4,2,9,3,3,4,9,1
50400,11,11,6,6,13,1,2,3,1,4,7,5,5,2,8,1
50401,14,12,11,10,7,2,4,4,3,4,9,1,10,4,8,0
50402,13,12,8,6,4,2,3,1,4,3,9,1,9,4,9,0
50403,3,3,14,10,2,1,2,4,2,3,8,5,5,4,9,1
50404,10,10,11,4,3,3,1,4,1,1,8,1,10,2,6,0
50405,14,11,7,6,4,2,3,2,4,3,9,5,2,4,9,1
50406,6,5,4,3,2,1,3,2,4,2,5,0,11,1,5,0
50407,9,9,14,12,4,4,2,1,4,4,8,3,11,2,9,1
50408,6,6,11,10,2,4,1,2,2,2,8,4,3,3,8,1
50409,12,10,8,4,2,1,3,1,1,1,9,5,8,3,8,0
50410,9,9,14,8,7,2,1,4,4,2,8,3,13,1,8,0
50411,12,9,5,4,3,2,3,4,4,2,9,2,13,4,9,0
50412,10,7,5,4,2,1,3,3,1,3,9,2,14,4,9,0
50413,13,12,9,5,3,2,3,4,2,3,9,4,14,1,9,0
50414,12,12,14,10,5,1,4,2,4,1,8,3,10,2,8,1
50415,13,8,6,4,2,3,4,4,3,2,9,3,9,1,9,0
50416,14,11,10,7,4,3,1,3,4,4,9,2,9,1,9,0
50417,13,12,11,8,4,2,3,3,4,2,9,5,7,2,9,0
50418,14,12,11,10,6,4,2,4,1,4,9,1,9,4,9,1
50419,10,8,7,5,2,2,1,3,4,3,9,5,5,2,8,0
50420,6,6,6,14,2,2,4,1,3,4,6,4,13,1,6,0
50421,12,11,10,7,5,1,2,3,1,3,9,2,2,2,9,1
50422,7,7,14,9,4,4,3,2,4,4,8,5,7,2,6,0
50423,8,8,10,6,5,1,2,2,3,4,8,3,9,1,9,1
50424,14,13,11,9,4,1,4,3,4,2,9,4,2,1,9,1
50425,12,11,8,7,2,1,1,1,2,2,9,2,9,1,9,0
50426,14,13,12,10,8,3,3,2,2,4,9,5,10,4,8,0
50427,6,6,12,4,3,2,3,4,3,2,8,4,14,2,9,1
50428,14,11,10,7,5,1,3,3,1,1,9,3,9,4,9,1
50429,10,10,8,4,3,1,2,1,3,4,8,3,2,2,8,1
50430,4,4,14,3,2,2,1,4,2,3,8,3,3,3,7,0
50431,14,12,8,7,6,3,1,4,3,4,9,2,5,4,9,1
50432,13,12,10,9,8,4,4,3,1,1,9,4,7,1,9,1
50433,14,11,7,5,4,3,2,4,3,1,9,4,4,4,8,0
50434,14,11,10,8,2,4,3,1,3,4,9,5,3,1,9,1
50435,12,12,9,6,5,1,3,3,4,1,8,4,13,1,8,0
50436,13,7,5,4,2,4,2,3,2,3,9,2,4,3,9,0
50437,14,12,10,7,2,1,2,4,1,1,9,1,14,2,8,0
50438,12,11,9,6,2,4,2,2,4,2,9,4,13,1,9,0
50439,12,9,5,4,3,1,1,4,1,2,9,5,6,2,9,1
50440,6,6,10,5,2,2,3,1,1,1,8,3,3,4,9,1
50441,13,12,7,4,2,3,4,3,4,2,9,5,4,3,8,0
50442,14,11,10,8,6,4,1,3,3,1,9,5,9,4,9,0
50443,13,12,11,9,5,4,3,4,2,2,9,5,8,1,9,1
50444,6,6,13,8,5,4,1,2,4,2,8,3,7,3,8,1
50445,13,13,10,8,6,4,1,1,1,3,8,3,4,4,8,1
50446,11,8,7,6,2,3,3,2,2,4,9,2,3,2,9,1
50447,12,11,10,4,3,2,4,3,2,1,9,2,7,1,9,1
50448,14,10,6,5,4,1,3,1,4,1,9,5,6,4,9,0
50449,13,11,7,3,2,2,3,3,4,1,9,5,8,4,9,0
50450,14,12,9,7,4,2,3,2,2,3,9,5,7,1,8,0
50451,11,11,8,4,3,2,1,3,2,2,8,3,3,3,7,0
50452,11,11,3,3,2,4,1,3,2,4,7,5,14,1,7,0
50453,11,10,8,4,2,2,2,4,1,2,9,2,9,1,9,0
50454,13,13,14,12,5,2,4,3,1,4,8,5,13,3,6,0
50455,14,8,7,6,5,4,2,4,3,1,9,2,6,2,8,0
50456,11,11,12,9,8,2,3,3,1,1,8,4,10,1,5,0
50457,14,10,9,8,6,2,4,3,4,1,9,3,5,4,9,1
50458,14,13,12,11,4,1,3,2,4,2,9,5,3,3,9,1
50459,14,12,10,5,2,3,1,3,3,2,9,2,12,4,8,0
50460,4,4,13,3,2,3,1,2,3,4,8,3,14,1,8,0
50461,13,12,11,9,7,3,4,4,4,2,9,4,8,2,9,1
50462,14,8,7,6,2,2,1,4,4,2,9,4,5,1,9,1
50463,14,11,8,6,5,4,2,3,1,3,9,2,6,3,8,0
50464,13,9,8,5,2,1,4,3,2,2,9,2,11,4,9,0
50465,12,12,9,3,2,2,1,1,3,3,8,4,4,3,9,1
50466,14,11,10,9,2,1,1,1,3,4,9,4,13,4,9,0
50467,11,8,5,4,3,2,4,4,1,2,9,3,8,1,9,0
50468,12,11,7,3,2,4,2,3,3,3,9,4,12,1,9,0
50469,14,14,13,10,7,3,1,4,1,4,8,2,9,4,8,1
50470,11,10,6,5,3,1,2,3,1,1,9,4,10,4,8,0
50471,13,9,8,5,2,1,3,2,2,2,9,3,9,2,8,0
50472,14,13,12,11,7,4,2,4,3,4,9,5,11,1,8,0
50473,3,3,13,10,8,3,4,4,2,4,8,5,2,3,9,1
50474,4,4,13,12,7,3,1,1,3,2,8,4,6,3,9,1
50475,11,9,8,6,2,2,3,1,1,2,9,2,4,2,9,1
50476,3,3,14,7,6,1,4,1,2,1,8,4,13,4,8,0
50477,14,10,9,8,6,4,1,4,1,3,9,2,4,1,9,1
50478,5,5,9,4,3,1,2,3,4,2,8,5,8,4,8,0
50479,11,11,13,12,2,4,1,2,4,2,8,3,7,1,8,1
50480,11,10,9,4,3,3,2,4,2,4,9,3,5,4,9,0
50481,13,11,9,8,2,1,4,3,3,1,9,3,9,1,8,0
50482,13,13,11,11,12,3,4,2,1,4,7,5,3,2,8,1
50483,12,8,7,6,2,2,2,4,1,2,9,5,14,4,9,0
50484,14,13,8,5,4,1,4,1,1,1,9,4,9,4,9,0
50485,3,3,10,8,7,3,2,1,2,3,8,5,2,3,8,1
50486,14,13,12,11,10,2,2,4,1,2,5,2,4,4,9,1
50487,12,10,8,3,2,1,3,3,1,4,9,2,4,3,9,0
50488,12,11,9,8,5,1,4,4,1,4,9,5,11,3,8,0
50489,10,10,7,7,5,2,4,3,2,1,7,5,4,4,8,1
50490,13,13,8,8,12,2,3,3,2,2,7,5,11,2,7,1
50491,14,13,6,3,2,4,4,3,3,3,9,4,4,2,9,0
50492,14,12,7,5,3,2,2,4,2,2,9,2,7,3,8,0
50493,13,9,8,5,4,3,2,2,1,2,9,5,11,1,9,0
50494,4,4,14,11,9,3,1,3,2,4,8,3,12,4,9,1
50495,13,11,10,8,6,4,4,1,4,1,9,4,9,1,9,0
50496,12,10,6,5,4,3,1,4,2,4,9,5,8,4,9,0
50497,14,13,11,9,7,4,2,1,1,1,9,5,9,3,8,0
50498,10,9,8,3,2,2,4,3,2,1,9,4,13,1,9,0
50499,6,6,14,9,5,2,1,1,2,3,8,2,3,3,8,1
50500,6,6,14,13,3,1,4,1,4,2,8,3,2,1,8,1
50501,14,14,8,6,3,3,4,3,2,1,8,4,13,2,9,1
50502,11,11,12,7,3,4,3,2,2,4,8,4,5,2,8,1
50503,4,4,12,8,5,1,3,3,4,3,8,5,12,1,8,0
50504,14,12,9,8,2,4,4,3,3,1,9,4,5,1,9,0
50505,6,6,14,12,3,3,2,2,2,4,8,3,13,1,8,0
50506,4,4,7,5,2,1,4,4,4,2,8,4,6,1,8,1
50507,8,8,10,9,6,2,4,4,1,4,8,4,14,1,8,0
50508,12,12,6,6,3,1,4,1,3,2,7,5,2,4,8,1
50509,4,4,11,10,5,1,4,1,3,4,8,3,10,4,8,0
50510,2,2,13,7,6,3,2,2,3,2,8,5,11,4,8,0
50511,9,9,14,7,5,2,3,2,4,2,8,3,3,4,8,1
50512,12,11,10,9,7,3,2,1,2,2,9,4,6,3,9,1
50513,4,4,10,6,2,3,1,3,1,1,8,5,7,1,8,0
50514,11,10,6,5,2,1,2,4,1,2,9,5,8,4,9,1
50515,3,3,12,8,5,1,4,2,1,2,8,3,5,4,8,0
50516,13,11,10,4,2,2,2,1,4,3,9,2,9,2,9,0
50517,6,6,13,12,8,1,2,4,2,1,8,3,3,3,8,1
50518,14,13,12,9,7,1,1,3,1,1,9,2,11,4,9,0
50519,5,5,12,11,3,1,2,1,3,4,8,1,7,4,8,0
50520,13,11,9,7,3,2,4,3,1,2,9,5,14,3,9,0
50521,9,8,6,5,2,2,1,3,4,1,9,2,4,3,9,1
50522,12,12,8,7,6,4,3,3,4,2,8,4,6,1,8,0
50523,14,11,9,7,4,2,2,4,2,1,9,5,13,3,9,0
50524,4,4,2,2,12,4,2,3,4,4,7,5,3,2,8,1
50525,4,4,13,8,2,3,1,2,3,1,8,3,6,1,9,1
50526,14,8,7,5,2,1,4,1,1,2,9,2,8,2,8,0
50527,14,11,10,9,3,2,2,3,1,1,9,4,5,4,9,1
50528,5,5,10,8,2,1,4,4,4,1,8,5,7,3,9,1
50529,14,12,9,8,3,2,2,3,3,3,9,5,10,3,9,1
50530,13,11,9,8,4,3,4,4,2,4,9,5,2,2,9,1
50531,14,12,9,6,2,1,1,2,2,3,9,4,7,2,9,1
50532,11,10,7,5,2,4,2,1,3,3,9,5,4,1,9,1
50533,9,9,14,13,8,3,4,3,3,2,8,4,5,4,8,1
50534,14,10,9,7,3,1,1,1,4,2,9,2,2,4,9,1
50535,13,12,11,4,3,4,4,3,2,1,9,5,7,2,9,1
50536,12,9,7,5,2,4,1,3,4,2,9,3,2,4,8,0
50537,12,11,7,6,4,2,4,1,3,1,9,5,9,3,9,0
50538,14,8,5,4,3,2,4,1,3,4,9,4,3,2,8,0
50539,13,12,10,8,3,2,1,3,3,1,9,1,14,3,9,0
50540,14,13,11,9,2,2,2,2,1,1,9,4,7,4,9,1
50541,10,8,6,5,2,3,2,3,4,3,9,3,12,1,9,0
50542,14,13,9,5,4,3,1,2,1,3,9,5,11,3,9,0
50543,14,13,8,7,2,4,3,4,2,4,9,1,4,1,9,0
50544,14,10,8,6,3,2,2,4,3,2,9,5,8,3,8,0
50545,12,11,7,3,2,3,2,2,3,3,9,5,12,4,9,0
50546,7,7,10,9,8,3,1,4,1,2,8,3,8,1,7,0
50547,14,12,11,7,5,3,2,1,4,4,9,4,13,2,9,0
50548,4,4,6,5,3,4,1,3,2,2,8,5,13,4,9,1
50549,14,11,10,4,2,3,2,2,3,3,9,2,14,2,8,0
50550,12,12,9,8,3,3,1,2,3,1,8,5,6,4,8,0
50551,5,5,10,6,2,3,4,3,1,4,8,4,3,3,9,1
50552,10,10,9,6,3,4,3,1,3,4,8,4,11,4,9,1
50553,14,7,6,5,4,3,2,1,3,2,9,1,13,1,9,0
50554,12,8,5,4,2,2,1,2,1,1,9,5,7,1,9,1
50555,13,13,8,8,14,2,3,3,2,1,7,5,8,4,7,0
50556,5,5,13,6,2,1,4,3,2,1,8,4,7,4,8,1
50557,12,12,13,10,3,4,2,4,4,2,8,4,11,1,8,0
50558,12,10,6,4,2,1,3,4,2,2,9,3,4,3,8,0
50559,8,8,14,7,3,1,2,4,3,1,8,3,7,1,8,1
50560,14,14,10,7,2,4,2,4,1,2,8,1,9,2,8,1
50561,3,3,13,10,8,1,3,3,3,4,8,3,12,3,8,0
50562,9,7,6,5,2,1,2,4,2,1,9,4,10,1,9,0
50563,13,11,5,4,2,2,2,3,4,3,9,3,2,4,9,0
50564,11,10,8,5,2,2,3,4,1,1,9,5,4,1,9,1
50565,10,9,8,7,6,4,1,2,3,2,5,0,11,1,5,0
50566,3,3,14,12,6,4,1,4,4,3,8,4,4,4,9,1
50567,12,9,6,5,2,3,4,4,3,2,9,3,14,3,9,0
50568,11,10,9,6,5,1,3,4,3,1,9,5,10,1,8,0
50569,12,9,8,3,2,1,2,2,3,1,9,4,14,2,9,0
50570,11,11,13,6,3,4,3,1,1,1,8,4,6,2,7,0
50571,13,13,14,11,4,4,2,4,2,3,8,5,8,4,8,0
50572,11,11,7,6,3,2,4,2,4,4,8,3,14,4,8,0
50573,14,13,12,7,2,3,1,2,3,4,9,5,14,2,8,0
50574,5,5,12,8,3,4,3,3,4,2,8,3,3,3,7,0
50575,11,9,8,6,4,1,4,1,3,1,9,4,12,1,9,0
50576,11,10,8,3,2,2,3,3,3,4,9,5,7,4,9,1
50577,7,7,13,12,9,1,3,3,4,3,8,4,11,1,9,1
50578,5,5,14,9,3,3,1,1,2,2,8,1,8,4,8,1
50579,12,12,14,8,6,3,2,2,1,2,8,5,2,2,9,1
50580,9,8,7,3,2,3,2,4,3,3,9,4,2,1,9,0
50581,9,9,10,7,5,2,1,3,2,4,8,5,11,4,9,1
50582,13,13,7,6,3,4,3,1,1,4,8,5,4,2,8,1
50583,14,12,11,8,5,3,3,1,1,3,9,5,6,2,9,1
50584,14,14,7,6,3,3,1,2,2,3,8,3,8,4,9,1
50585,8,7,5,4,2,1,4,3,1,3,9,2,6,1,5,0
50586,13,13,11,10,2,4,3,1,4,4,8,3,3,1,9,1
50587,13,11,8,7,3,2,2,2,1,4,9,5,14,2,9,0
50588,11,8,7,4,2,2,4,2,4,1,9,5,3,3,9,1
50589,3,3,11,4,2,4,2,1,1,3,8,1,14,4,9,1
50590,13,10,8,5,4,4,3,2,4,3,9,5,6,1,9,1
50591,13,13,12,11,6,3,2,4,3,3,8,5,10,1,8,1
50592,13,13,12,5,4,3,1,2,4,1,8,2,6,4,8,0
50593,6,6,2,2,9,1,2,3,4,3,7,5,3,2,7,1
50594,14,7,6,5,4,2,2,3,2,4,9,3,10,1,9,0
50595,14,9,8,3,2,4,1,3,4,1,9,5,4,3,9,1
50596,14,12,11,4,3,4,3,2,1,2,9,5,3,4,8,0
50597,14,14,13,10,5,2,1,2,2,4,8,4,2,4,8,1
50598,12,8,7,6,4,1,3,1,4,4,9,5,9,3,9,0
50599,13,13,14,7,2,1,4,3,2,1,8,4,5,3,9,1
50600,13,12,6,3,2,1,3,3,4,2,9,2,14,1,9,0
50601,11,11,12,7,6,1,4,1,3,2,8,5,7,1,8,1
50602,11,9,6,5,2,3,1,1,4,3,9,1,12,2,9,0
50603,14,13,7,6,5,2,2,2,4,2,9,5,5,1,8,0
50604,10,9,5,3,2,1,3,4,4,3,9,5,12,1,9,0
50605,4,4,8,7,5,1,4,4,1,3,8,3,13,3,9,1
50606,10,10,13,9,6,4,3,4,2,4,8,5,4,2,9,1
50607,14,14,3,3,6,4,2,2,3,3,7,5,8,1,8,1
50608,14,13,8,5,4,4,3,4,3,1,9,4,11,3,9,0
50609,5,5,10,8,2,4,1,4,2,1,8,4,14,2,8,0
50610,7,7,13,12,9,4,2,4,3,3,8,3,8,1,8,1
50611,13,13,12,12,4,1,2,2,4,3,7,5,14,1,8,1
50612,14,11,8,6,3,2,4,1,3,3,9,4,14,1,8,0
50613,2,2,2,13,4,3,4,1,2,4,6,4,8,3,6,1
50614,13,9,7,5,4,1,4,1,4,2,9,5,5,3,8,0
50615,13,9,8,5,4,4,3,4,2,3,9,5,4,1,8,0
50616,12,12,14,9,7,3,1,2,3,4,8,5,13,3,9,1
50617,3,3,2,2,11,1,2,1,2,3,7,5,8,2,8,1
50618,4,4,12,9,8,1,3,2,2,1,8,3,11,2,9,1
50619,6,6,13,5,2,1,2,1,1,4,8,3,5,2,7,0
50620,8,6,5,3,2,2,3,2,1,2,9,1,10,4,9,0
50621,2,2,7,5,4,3,1,4,3,4,8,3,4,3,8,0
50622,9,9,14,13,6,1,2,4,1,4,8,5,10,2,8,1
50623,13,12,11,6,3,4,2,1,1,4,9,3,9,4,9,1
50624,4,4,12,11,3,1,4,3,4,3,8,4,6,2,8,0
50625,14,12,10,4,3,1,1,1,3,4,9,5,7,3,9,0
50626,9,9,14,7,3,4,1,2,1,2,8,5,10,3,9,1
50627,13,11,8,5,3,3,1,4,2,1,9,5,5,4,8,0
50628,14,11,10,9,4,3,2,4,3,3,9,1,13,4,9,0
50629,14,9,7,4,3,4,2,4,1,4,9,4,11,3,9,1
50630,14,13,12,11,9,1,3,4,4,4,9,4,10,2,5,0
50631,14,13,8,6,2,2,2,2,3,2,9,5,5,4,9,1
50632,14,11,10,9,4,1,1,2,1,3,9,4,11,4,8,0
50633,7,7,10,5,4,2,3,3,2,1,8,4,10,4,8,0
50634,14,14,12,9,2,3,4,4,3,4,8,1,7,1,8,1
50635,2,2,12,10,3,2,3,1,1,1,8,1,9,2,9,1
50636,13,11,7,6,4,1,1,1,2,3,9,4,6,3,8,0
50637,14,13,12,8,7,3,2,3,4,3,9,3,5,3,9,1
50638,11,9,7,6,3,3,2,4,4,2,9,2,2,2,9,1
50639,14,12,10,8,5,4,4,2,1,2,9,2,8,3,8,0
50640,4,4,8,3,2,4,2,1,1,1,8,5,13,1,8,0
50641,13,12,11,10,6,4,3,2,4,4,9,5,10,1,8,0
50642,11,9,8,4,2,1,2,4,3,2,9,5,9,3,8,0
50643,14,9,5,4,3,2,1,3,1,3,9,3,3,2,8,0
50644,13,12,11,7,4,2,2,3,2,2,9,2,5,3,9,1
50645,8,8,10,4,3,4,1,3,4,3,8,3,2,1,9,1
50646,14,11,10,9,4,1,4,2,2,1,9,4,5,4,9,1
50647,14,11,7,3,2,4,2,4,4,4,9,1,6,4,9,0
50648,14,11,10,7,4,2,2,1,1,2,9,5,6,2,9,0
50649,13,13,12,11,2,3,1,4,3,4,8,4,9,4,8,1
50650,12,11,8,7,5,3,1,4,2,1,9,5,5,4,8,0
50651,3,3,9,4,2,1,2,3,4,3,8,4,4,3,7,0
50652,9,8,5,4,3,2,4,2,2,1,9,5,12,4,9,0
50653,6,6,12,8,3,3,2,1,2,2,8,5,13,2,8,0
50654,11,11,10,9,4,4,2,1,4,3,8,3,2,3,9,1
50655,11,7,6,5,4,3,4,4,4,4,9,1,6,1,8,0
50656,8,8,11,7,6,2,4,4,3,3,8,5,13,2,8,0
50657,5,5,5,11,9,4,3,2,1,3,6,4,2,2,8,1
50658,14,12,10,9,5,4,2,3,4,1,9,1,10,2,8,0
50659,13,12,9,8,2,4,1,1,3,1,9,4,7,2,9,1
50660,13,11,10,6,4,4,3,3,2,3,9,1,3,2,9,1
50661,13,13,9,9,10,1,3,2,3,2,7,5,11,1,8,1
50662,14,13,11,6,4,4,2,2,4,2,9,2,9,4,9,1
50663,7,7,12,11,8,4,2,3,4,3,8,5,12,1,7,0
50664,13,10,8,5,3,3,1,1,1,3,9,2,7,1,9,0
50665,7,7,12,4,3,3,4,3,1,4,8,5,13,1,9,1
50666,9,9,14,10,6,4,3,3,4,1,8,5,6,3,7,0
50667,8,8,12,5,2,4,2,4,4,4,8,5,11,3,8,1
50668,13,13,11,3,2,4,3,1,2,3,8,5,2,4,7,0
50669,10,9,7,4,3,4,1,4,1,1,9,2,11,4,9,0
50670,12,10,8,5,3,3,3,2,3,3,9,2,6,4,9,0
50671,14,7,6,3,2,1,2,3,4,2,9,3,5,2,9,1
50672,14,13,11,3,2,4,3,3,2,2,9,2,10,1,9,1
50673,5,5,9,8,3,3,2,1,2,3,8,3,2,4,9,1
50674,7,7,10,6,4,2,3,3,1,2,8,2,11,4,8,0
50675,9,9,13,12,11,4,2,2,4,2,8,4,4,3,8,1
50676,12,10,6,5,2,3,4,4,3,3,9,4,3,2,9,1
50677,13,8,5,4,3,2,4,2,2,3,9,4,13,4,8,0
50678,14,14,13,9,4,2,3,3,2,3,8,1,7,1,8,0
50679,7,7,10,9,2,2,4,3,3,4,8,3,5,4,8,1
50680,13,12,8,3,2,2,2,4,4,4,9,3,5,4,9,0
50681,14,10,8,4,3,1,1,3,3,1,9,2,11,1,9,0
50682,12,10,8,6,5,4,2,2,1,1,9,4,9,3,9,1
50683,11,11,12,5,4,2,3,1,2,4,8,3,14,2,8,0
50684,10,10,13,7,5,1,2,3,2,3,8,1,3,3,8,1
50685,14,14,12,11,8,1,3,1,1,1,8,5,11,4,8,0
50686,7,7,12,10,5,3,1,3,4,2,8,4,13,2,8,0
50687,14,10,9,5,2,2,3,1,4,3,9,4,4,2,9,1
50688,9,7,6,5,3,2,3,2,2,2,9,5,9,1,8,0
50689,14,9,7,4,2,3,3,4,2,1,9,2,6,3,9,0
50690,13,11,8,5,2,1,1,1,4,3,9,2,8,3,8,0
50691,12,12,14,9,4,2,1,2,4,3,8,2,10,3,9,1
50692,13,12,6,5,2,4,3,3,2,4,9,5,8,2,9,0
50693,5,5,11,6,4,1,3,1,1,1,8,1,6,2,7,0
50694,3,3,14,8,2,1,4,3,4,1,8,3,4,2,8,1
50695,14,11,10,9,3,4,2,1,3,3,9,5,12,2,9,0
50696,14,13,11,6,3,2,3,2,3,4,9,5,5,3,9,1
50697,14,10,7,6,4,3,4,3,4,1,9,5,11,4,9,0
50698,10,8,6,3,2,3,1,1,1,4,9,5,3,2,8,0
50699,8,8,14,10,2,2,4,1,2,2,8,3,9,1,9,1
50700,7,7,10,3,2,4,1,2,4,4,8,4,14,3,8,0
50701,9,9,13,5,2,2,3,1,4,2,8,4,12,3,9,1
50702,6,6,14,13,11,4,1,4,2,3,8,1,4,2,9,1
50703,3,3,13,11,7,3,1,3,1,3,8,3,8,3,9,1
50704,8,8,13,9,7,3,1,3,2,3,8,5,12,1,8,1
50705,10,8,5,3,2,2,2,3,1,1,9,2,14,1,9,0
50706,11,10,9,8,4,1,4,4,4,4,9,4,6,1,9,0
50707,12,11,9,6,5,4,3,3,4,4,9,4,7,4,9,1
50708,3,3,13,10,9,1,4,4,1,3,8,3,8,2,9,1
50709,12,10,7,6,2,1,3,1,3,3,9,3,11,4,9,1
50710,13,10,8,4,2,1,2,4,3,4,9,5,14,4,9,0
50711,13,11,9,5,3,2,1,1,1,2,9,2,8,1,9,1
50712,14,7,6,4,3,2,4,2,1,1,9,2,11,4,9,1
50713,14,14,8,8,5,4,1,4,2,3,7,5,11,1,7,0
50714,12,9,7,6,2,2,1,2,3,3,9,5,3,3,9,1
50715,8,8,11,6,4,3,1,2,4,4,8,3,7,3,8,1
50716,13,12,11,7,2,3,2,1,3,4,9,3,6,4,9,1
50717,8,8,11,9,3,1,4,3,1,1,8,4,10,2,8,0
50718,13,11,9,5,4,1,4,4,3,3,9,5,4,2,9,0
50719,12,6,5,3,2,1,3,2,3,2,9,4,9,2,9,0
50720,14,8,7,5,2,1,3,3,4,1,9,4,7,1,8,0
50721,5,5,11,10,7,1,2,1,3,2,8,3,14,2,8,0
50722,12,10,6,4,3,1,2,2,3,2,9,2,13,2,9,0
50723,9,9,9,4,2,2,1,3,1,3,6,5,3,4,8,1
50724,13,11,10,4,2,4,3,2,1,2,9,4,13,2,8,0
50725,12,12,11,7,3,3,1,2,1,2,8,5,10,3,9,1
50726,8,8,9,7,5,4,2,1,3,4,8,1,5,1,7,0
50727,10,10,9,9,4,1,4,4,3,4,7,5,12,2,8,1
50728,9,9,13,10,8,4,2,2,2,2,8,4,5,2,9,1
50729,14,8,7,5,3,1,4,4,4,2,9,5,8,1,9,0
50730,9,8,7,6,3,1,3,2,4,4,9,5,13,1,9,0
50731,12,11,5,3,2,2,2,3,1,3,9,2,7,3,9,0
50732,14,13,11,4,3,1,1,3,1,2,9,1,11,1,8,0
50733,12,12,9,6,4,2,3,3,1,4,8,4,11,4,8,0
